Incident ID,Description,Category,Priority,Timestamp,Location,Reporter Role
IT-01962,Incorrect DNS settings causing issues.,Configuration Errors,Medium,2024-06-30 09:00:00,Branch Office,Manager
IT-01963,Incorrect DNS settings causing issues.,Configuration Errors,Medium,2024-09-22 03:00:00,Branch Office,Manager
IT-01964,System is running very slow since the last update.,Performance Degradation,Low,2024-05-01 02:00:00,Branch Office,Manager
IT-01965,Frequent disconnections in VPN.,Network Issues,Low,2024-06-05 07:00:00,Remote,Manager
IT-01966,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-11-12 00:00:00,HQ,Manager
IT-01967,Unable to log in to the system after password reset.,Login/Authentication Issues,Critical,2024-03-31 16:00:00,Branch Office,IT Staff
IT-01968,System is running very slow since the last update.,Performance Degradation,High,2024-01-27 18:00:00,HQ,Employee
IT-01969,Frequent disconnections in VPN.,Network Issues,Critical,2024-07-13 18:00:00,Branch Office,Employee
IT-01970,The CRM system is freezing frequently.,Software Bugs,Low,2024-11-12 10:00:00,HQ,Employee
IT-01971,Application crashes when clicking 'Submit'.,Software Bugs,High,2024-08-22 06:00:00,Remote,Manager
IT-01972,Access denied error despite correct credentials.,Login/Authentication Issues,Low,2024-04-23 19:00:00,HQ,Employee
IT-01973,The CRM system is freezing frequently.,Software Bugs,Low,2024-06-15 16:00:00,HQ,Manager
IT-01974,Incorrect DNS settings causing issues.,Configuration Errors,Medium,2024-05-30 11:00:00,Remote,Manager
IT-01975,Hard drive making unusual noises.,Hardware Failures,High,2024-05-01 03:00:00,HQ,Employee
IT-01976,Laptop screen not turning on.,Hardware Failures,Medium,2024-12-29 14:00:00,Remote,Employee
IT-01977,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-02-18 00:00:00,Branch Office,Employee
IT-01978,Database queries are timing out.,Performance Degradation,Medium,2024-02-17 10:00:00,HQ,Employee
IT-01979,Application crashes when clicking 'Submit'.,Software Bugs,High,2024-11-02 09:00:00,Branch Office,IT Staff
IT-01980,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Critical,2024-03-11 19:00:00,HQ,Employee
IT-01981,Website takes over 30 seconds to load.,Performance Degradation,Medium,2024-08-01 14:00:00,HQ,IT Staff
IT-01982,System is running very slow since the last update.,Performance Degradation,Medium,2024-04-09 13:00:00,Remote,Manager
IT-01983,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,High,2024-03-21 08:00:00,HQ,Employee
IT-01984,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,High,2024-03-07 16:00:00,HQ,IT Staff
IT-01985,The internet is down in the main office.,Network Issues,Medium,2024-10-17 10:00:00,HQ,Employee
IT-01986,Hard drive making unusual noises.,Hardware Failures,Low,2024-04-04 18:00:00,Remote,Manager
IT-01987,System is running very slow since the last update.,Performance Degradation,Critical,2024-11-11 18:00:00,Branch Office,Employee
IT-01988,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-01-05 04:00:00,Remote,IT Staff
IT-01989,Two-factor authentication code not received.,Login/Authentication Issues,Critical,2024-06-02 15:00:00,Remote,IT Staff
IT-01990,Error 500 displayed on the portal.,Software Bugs,Low,2024-12-01 08:00:00,Branch Office,Employee
IT-01991,Permission denied error for accessing shared drive.,Data Access Issues,Critical,2024-01-18 02:00:00,Branch Office,IT Staff
IT-01992,Website takes over 30 seconds to load.,Performance Degradation,High,2024-09-12 15:00:00,Branch Office,IT Staff
IT-01993,Incorrect DNS settings causing issues.,Configuration Errors,Critical,2024-10-01 19:00:00,Remote,IT Staff
IT-01994,System is running very slow since the last update.,Performance Degradation,Medium,2024-08-21 14:00:00,Remote,Manager
IT-01995,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-01-11 11:00:00,HQ,Employee
IT-01996,Hard drive making unusual noises.,Hardware Failures,Critical,2024-12-01 13:00:00,HQ,Manager
IT-01997,Phishing email reported by multiple employees.,Security Incidents,Low,2024-07-22 14:00:00,HQ,Employee
IT-01998,Laptop screen not turning on.,Hardware Failures,Critical,2024-05-18 15:00:00,Branch Office,Manager
IT-01999,Detected unauthorized login attempt.,Security Incidents,Medium,2024-08-15 10:00:00,Remote,Employee
IT-02000,Application crashes when clicking 'Submit'.,Software Bugs,High,2024-10-19 22:00:00,Branch Office,IT Staff
IT-02001,The internet is down in the main office.,Network Issues,Low,2024-06-07 11:00:00,Branch Office,Manager
IT-02002,Error 500 displayed on the portal.,Software Bugs,High,2024-05-10 16:00:00,Remote,Employee
IT-02003,Printer showing paper jam error.,Hardware Failures,Critical,2024-11-16 22:00:00,HQ,IT Staff
IT-02004,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-05-11 02:00:00,Branch Office,IT Staff
IT-02005,Permission denied error for accessing shared drive.,Data Access Issues,Medium,2024-02-01 20:00:00,Branch Office,Manager
IT-02006,File not found in the document repository.,Data Access Issues,Medium,2024-10-29 09:00:00,Branch Office,IT Staff
IT-02007,Phishing email reported by multiple employees.,Security Incidents,Medium,2024-10-21 05:00:00,Branch Office,IT Staff
IT-02008,Frequent disconnections in VPN.,Network Issues,Critical,2024-03-16 18:00:00,HQ,IT Staff
IT-02009,Misconfigured firewall blocking traffic.,Configuration Errors,High,2024-11-14 08:00:00,Remote,Employee
IT-02010,Website takes over 30 seconds to load.,Performance Degradation,Medium,2024-05-13 20:00:00,Remote,IT Staff
IT-02011,File not found in the document repository.,Data Access Issues,Medium,2024-01-24 16:00:00,Branch Office,Manager
IT-02012,Printer showing paper jam error.,Hardware Failures,Critical,2024-08-03 14:00:00,Remote,Manager
IT-02013,Cannot retrieve records from the database.,Data Access Issues,High,2024-01-12 20:00:00,Remote,IT Staff
IT-02014,Error 500 displayed on the portal.,Software Bugs,Medium,2024-06-14 10:00:00,Remote,Employee
IT-02015,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-03-28 20:00:00,Remote,Employee
IT-02016,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-10-12 08:00:00,Remote,IT Staff
IT-02017,Detected unauthorized login attempt.,Security Incidents,Low,2024-10-06 08:00:00,Remote,Employee
IT-02018,Laptop screen not turning on.,Hardware Failures,Medium,2024-06-22 05:00:00,Branch Office,IT Staff
IT-02019,Phishing email reported by multiple employees.,Security Incidents,Low,2024-06-27 17:00:00,Branch Office,Manager
IT-02020,Frequent disconnections in VPN.,Network Issues,High,2024-11-05 18:00:00,Remote,Employee
IT-02021,Error 500 displayed on the portal.,Software Bugs,Critical,2024-12-18 18:00:00,HQ,IT Staff
IT-02022,Frequent disconnections in VPN.,Network Issues,Critical,2024-12-21 17:00:00,HQ,Employee
IT-02023,Antivirus flagged malware on the server.,Security Incidents,Medium,2024-10-10 12:00:00,HQ,Employee
IT-02024,Misconfigured firewall blocking traffic.,Configuration Errors,Critical,2024-03-22 16:00:00,Branch Office,Manager
IT-02025,Printer showing paper jam error.,Hardware Failures,Medium,2024-07-20 04:00:00,HQ,IT Staff
IT-02026,Database queries are timing out.,Performance Degradation,Critical,2024-11-08 14:00:00,HQ,IT Staff
IT-02027,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-10-25 20:00:00,HQ,Manager
IT-02028,Detected unauthorized login attempt.,Security Incidents,Low,2024-07-07 08:00:00,HQ,Manager
IT-02029,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-01-30 02:00:00,Branch Office,Manager
IT-02030,File not found in the document repository.,Data Access Issues,High,2024-11-24 15:00:00,Branch Office,Manager
IT-02031,Error 500 displayed on the portal.,Software Bugs,Medium,2024-06-23 04:00:00,Branch Office,Manager
IT-02032,The CRM system is freezing frequently.,Software Bugs,Critical,2024-08-11 19:00:00,Branch Office,Manager
IT-02033,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-12-23 16:00:00,HQ,Employee
IT-02034,Printer showing paper jam error.,Hardware Failures,High,2024-11-24 16:00:00,Branch Office,IT Staff
IT-02035,Permission denied error for accessing shared drive.,Data Access Issues,Critical,2024-09-30 14:00:00,Branch Office,Employee
IT-02036,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-01-04 13:00:00,Remote,Employee
IT-02037,Detected unauthorized login attempt.,Security Incidents,Critical,2024-03-25 23:00:00,Remote,Employee
IT-02038,Database queries are timing out.,Performance Degradation,Low,2024-09-06 10:00:00,HQ,Employee
IT-02039,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-03-22 09:00:00,Remote,IT Staff
IT-02040,Application crashes when clicking 'Submit'.,Software Bugs,Critical,2024-02-19 13:00:00,HQ,Manager
IT-02041,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-08-23 02:00:00,HQ,IT Staff
IT-02042,The internet is down in the main office.,Network Issues,Critical,2024-07-14 18:00:00,Remote,Manager
IT-02043,Error 500 displayed on the portal.,Software Bugs,Critical,2024-02-21 21:00:00,Branch Office,Manager
IT-02044,File not found in the document repository.,Data Access Issues,High,2024-03-23 04:00:00,HQ,Manager
IT-02045,Printer showing paper jam error.,Hardware Failures,Medium,2024-12-13 12:00:00,HQ,IT Staff
IT-02046,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-12-26 01:00:00,Remote,IT Staff
IT-02047,Detected unauthorized login attempt.,Security Incidents,Low,2024-08-31 16:00:00,HQ,IT Staff
IT-02048,Phishing email reported by multiple employees.,Security Incidents,Critical,2024-09-03 03:00:00,Branch Office,Employee
IT-02049,Laptop screen not turning on.,Hardware Failures,Medium,2024-10-05 03:00:00,Remote,Employee
IT-02050,Access denied error despite correct credentials.,Login/Authentication Issues,Medium,2024-08-19 12:00:00,Remote,IT Staff
IT-02051,Website takes over 30 seconds to load.,Performance Degradation,High,2024-07-31 16:00:00,HQ,Employee
IT-02052,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-11-22 06:00:00,Branch Office,Manager
IT-02053,Printer showing paper jam error.,Hardware Failures,Low,2024-04-27 19:00:00,HQ,IT Staff
IT-02054,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-03-18 09:00:00,HQ,IT Staff
IT-02055,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-10-23 17:00:00,Remote,Employee
IT-02056,Database queries are timing out.,Performance Degradation,Critical,2024-09-20 17:00:00,HQ,Manager
IT-02057,Detected unauthorized login attempt.,Security Incidents,Low,2024-05-27 22:00:00,HQ,IT Staff
IT-02058,Incorrect DNS settings causing issues.,Configuration Errors,High,2024-05-04 11:00:00,Remote,Employee
IT-02059,Antivirus flagged malware on the server.,Security Incidents,Medium,2024-07-19 08:00:00,Remote,Manager
IT-02060,Error 500 displayed on the portal.,Software Bugs,Medium,2024-03-13 08:00:00,Remote,IT Staff
IT-02061,Frequent disconnections in VPN.,Network Issues,Critical,2024-09-18 22:00:00,HQ,Employee
IT-02062,Website takes over 30 seconds to load.,Performance Degradation,High,2024-03-29 13:00:00,HQ,Manager
IT-02063,The CRM system is freezing frequently.,Software Bugs,Low,2024-10-18 20:00:00,HQ,IT Staff
IT-02064,Frequent disconnections in VPN.,Network Issues,High,2024-08-20 10:00:00,Branch Office,IT Staff
IT-02065,Phishing email reported by multiple employees.,Security Incidents,Low,2024-08-11 23:00:00,Branch Office,Manager
IT-02066,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,High,2024-09-15 22:00:00,HQ,IT Staff
IT-02067,Two-factor authentication code not received.,Login/Authentication Issues,Medium,2024-10-06 17:00:00,Remote,Manager
IT-02068,Printer showing paper jam error.,Hardware Failures,High,2024-09-26 13:00:00,Remote,Manager
IT-02069,System is running very slow since the last update.,Performance Degradation,Low,2024-07-22 10:00:00,Branch Office,IT Staff
IT-02070,Antivirus flagged malware on the server.,Security Incidents,High,2024-03-19 03:00:00,HQ,Employee
IT-02071,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-08-10 02:00:00,Remote,Manager
IT-02072,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-08-24 10:00:00,HQ,Manager
IT-02073,Error 500 displayed on the portal.,Software Bugs,Low,2024-06-16 22:00:00,HQ,Employee
IT-02074,The internet is down in the main office.,Network Issues,High,2024-06-14 09:00:00,Remote,IT Staff
IT-02075,Detected unauthorized login attempt.,Security Incidents,Medium,2024-11-19 08:00:00,Remote,Manager
IT-02076,Access denied error despite correct credentials.,Login/Authentication Issues,Medium,2024-07-19 20:00:00,Branch Office,Employee
IT-02077,Permission denied error for accessing shared drive.,Data Access Issues,Medium,2024-08-06 12:00:00,HQ,IT Staff
IT-02078,The CRM system is freezing frequently.,Software Bugs,Medium,2024-04-02 16:00:00,HQ,Manager
IT-02079,Permission denied error for accessing shared drive.,Data Access Issues,Medium,2024-08-29 04:00:00,HQ,IT Staff
IT-02080,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-08-15 22:00:00,Remote,Manager
IT-02081,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-05-31 18:00:00,HQ,Manager
IT-02082,Error 500 displayed on the portal.,Software Bugs,Low,2024-07-05 12:00:00,Remote,Manager
IT-02083,Database queries are timing out.,Performance Degradation,High,2024-10-14 04:00:00,HQ,Manager
IT-02084,Hard drive making unusual noises.,Hardware Failures,Medium,2024-08-07 15:00:00,HQ,IT Staff
IT-02085,Error 500 displayed on the portal.,Software Bugs,Medium,2024-09-18 07:00:00,Branch Office,Manager
IT-02086,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-01-14 16:00:00,Branch Office,IT Staff
IT-02087,Printer showing paper jam error.,Hardware Failures,High,2024-06-05 20:00:00,HQ,IT Staff
IT-02088,Cannot retrieve records from the database.,Data Access Issues,Low,2024-10-02 16:00:00,HQ,IT Staff
IT-02089,Two-factor authentication code not received.,Login/Authentication Issues,Critical,2024-02-25 18:00:00,Remote,Manager
IT-02090,Misconfigured firewall blocking traffic.,Configuration Errors,Low,2024-12-29 07:00:00,Branch Office,Employee
IT-02091,File not found in the document repository.,Data Access Issues,Medium,2024-10-30 00:00:00,Branch Office,Manager
IT-02092,Permission denied error for accessing shared drive.,Data Access Issues,Critical,2024-02-23 12:00:00,HQ,Employee
IT-02093,Email server configuration mismatch.,Configuration Errors,Critical,2024-03-02 17:00:00,Branch Office,Manager
IT-02094,Printer showing paper jam error.,Hardware Failures,Low,2024-09-22 00:00:00,Remote,IT Staff
IT-02095,The CRM system is freezing frequently.,Software Bugs,Critical,2024-05-08 14:00:00,Branch Office,Employee
IT-02096,Website takes over 30 seconds to load.,Performance Degradation,High,2024-04-08 10:00:00,HQ,IT Staff
IT-02097,Phishing email reported by multiple employees.,Security Incidents,Low,2024-09-06 16:00:00,Branch Office,Employee
IT-02098,Error 500 displayed on the portal.,Software Bugs,Critical,2024-02-29 07:00:00,HQ,Manager
IT-02099,The CRM system is freezing frequently.,Software Bugs,Low,2024-10-31 06:00:00,Branch Office,Manager
IT-02100,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-10-30 10:00:00,HQ,Manager
IT-02101,The CRM system is freezing frequently.,Software Bugs,Medium,2024-07-14 15:00:00,HQ,IT Staff
IT-02102,Permission denied error for accessing shared drive.,Data Access Issues,Critical,2024-03-18 02:00:00,Branch Office,Employee
IT-02103,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-04-01 09:00:00,Remote,IT Staff
IT-02104,Laptop screen not turning on.,Hardware Failures,High,2024-03-28 14:00:00,HQ,IT Staff
IT-02105,Antivirus flagged malware on the server.,Security Incidents,Medium,2024-11-20 06:00:00,HQ,Employee
IT-02106,Unable to log in to the system after password reset.,Login/Authentication Issues,Critical,2024-11-28 22:00:00,Branch Office,Employee
IT-02107,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-12-20 07:00:00,Remote,IT Staff
IT-02108,Error 500 displayed on the portal.,Software Bugs,High,2024-02-18 13:00:00,HQ,Employee
IT-02109,Website takes over 30 seconds to load.,Performance Degradation,Medium,2024-02-17 09:00:00,Remote,Employee
IT-02110,Frequent disconnections in VPN.,Network Issues,High,2024-11-15 20:00:00,Branch Office,IT Staff
IT-02111,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-02-11 10:00:00,HQ,Employee
IT-02112,Permission denied error for accessing shared drive.,Data Access Issues,Medium,2024-07-03 08:00:00,HQ,Manager
IT-02113,Email server configuration mismatch.,Configuration Errors,Medium,2024-10-12 05:00:00,Branch Office,Employee
IT-02114,System is running very slow since the last update.,Performance Degradation,High,2024-12-26 01:00:00,HQ,Manager
IT-02115,Application crashes when clicking 'Submit'.,Software Bugs,High,2024-10-20 03:00:00,Remote,IT Staff
IT-02116,Cannot retrieve records from the database.,Data Access Issues,High,2024-06-23 06:00:00,HQ,IT Staff
IT-02117,Email server configuration mismatch.,Configuration Errors,Critical,2024-01-13 17:00:00,Branch Office,Manager
IT-02118,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-01-09 12:00:00,Remote,Manager
IT-02119,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-12-30 14:00:00,Remote,Employee
IT-02120,Unable to log in to the system after password reset.,Login/Authentication Issues,Low,2024-12-04 03:00:00,Remote,Employee
IT-02121,The internet is down in the main office.,Network Issues,Low,2024-12-27 12:00:00,Branch Office,IT Staff
IT-02122,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-07-21 10:00:00,Remote,IT Staff
IT-02123,Laptop screen not turning on.,Hardware Failures,Medium,2024-06-23 20:00:00,HQ,IT Staff
IT-02124,Error 500 displayed on the portal.,Software Bugs,Medium,2024-11-21 05:00:00,Branch Office,IT Staff
IT-02125,Phishing email reported by multiple employees.,Security Incidents,Medium,2024-07-04 07:00:00,HQ,Manager
IT-02126,Email server configuration mismatch.,Configuration Errors,Critical,2024-10-07 05:00:00,Remote,Manager
IT-02127,The internet is down in the main office.,Network Issues,High,2024-02-18 22:00:00,Branch Office,Manager
IT-02128,Hard drive making unusual noises.,Hardware Failures,Low,2024-06-20 12:00:00,Remote,IT Staff
IT-02129,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-10-06 04:00:00,Remote,Employee
IT-02130,Phishing email reported by multiple employees.,Security Incidents,High,2024-02-11 11:00:00,Remote,Manager
IT-02131,Antivirus flagged malware on the server.,Security Incidents,High,2024-08-06 03:00:00,HQ,Manager
IT-02132,Printer showing paper jam error.,Hardware Failures,High,2024-08-27 10:00:00,Remote,Employee
IT-02133,Unable to log in to the system after password reset.,Login/Authentication Issues,Medium,2024-03-14 01:00:00,HQ,Manager
IT-02134,File not found in the document repository.,Data Access Issues,Critical,2024-01-09 19:00:00,HQ,Employee
IT-02135,Email server configuration mismatch.,Configuration Errors,Critical,2024-10-11 13:00:00,Remote,IT Staff
IT-02136,Misconfigured firewall blocking traffic.,Configuration Errors,High,2024-06-13 05:00:00,Branch Office,Manager
IT-02137,The internet is down in the main office.,Network Issues,Critical,2024-01-16 10:00:00,Remote,Employee
IT-02138,Antivirus flagged malware on the server.,Security Incidents,Critical,2024-12-27 16:00:00,Remote,Employee
IT-02139,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-03-31 20:00:00,Branch Office,Employee
IT-02140,Phishing email reported by multiple employees.,Security Incidents,High,2024-07-20 03:00:00,HQ,Employee
IT-02141,Antivirus flagged malware on the server.,Security Incidents,Medium,2024-07-12 16:00:00,Branch Office,IT Staff
IT-02142,Website takes over 30 seconds to load.,Performance Degradation,High,2024-03-02 07:00:00,Branch Office,Manager
IT-02143,Laptop screen not turning on.,Hardware Failures,Medium,2024-07-06 08:00:00,Remote,Employee
IT-02144,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-05-05 18:00:00,Remote,IT Staff
IT-02145,Misconfigured firewall blocking traffic.,Configuration Errors,High,2024-03-18 20:00:00,HQ,IT Staff
IT-02146,Printer showing paper jam error.,Hardware Failures,High,2024-04-17 19:00:00,Branch Office,Employee
IT-02147,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-12-20 08:00:00,Remote,Employee
IT-02148,Cannot retrieve records from the database.,Data Access Issues,High,2024-09-01 21:00:00,Remote,Employee
IT-02149,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-11-09 02:00:00,HQ,IT Staff
IT-02150,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-12-10 00:00:00,Remote,IT Staff
IT-02151,The internet is down in the main office.,Network Issues,Low,2024-04-16 19:00:00,HQ,Employee
IT-02152,Access denied error despite correct credentials.,Login/Authentication Issues,Critical,2024-10-13 08:00:00,Branch Office,IT Staff
IT-02153,Printer showing paper jam error.,Hardware Failures,Medium,2024-08-06 10:00:00,HQ,Employee
IT-02154,Frequent disconnections in VPN.,Network Issues,Critical,2024-05-16 03:00:00,HQ,Employee
IT-02155,Email server configuration mismatch.,Configuration Errors,Low,2024-11-26 14:00:00,Branch Office,IT Staff
IT-02156,Phishing email reported by multiple employees.,Security Incidents,High,2024-05-16 17:00:00,Remote,IT Staff
IT-02157,Website takes over 30 seconds to load.,Performance Degradation,Medium,2024-11-14 19:00:00,Remote,IT Staff
IT-02158,System is running very slow since the last update.,Performance Degradation,Medium,2024-08-14 02:00:00,Remote,Manager
IT-02159,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-10-21 21:00:00,Remote,Manager
IT-02160,Error 500 displayed on the portal.,Software Bugs,Critical,2024-05-09 22:00:00,Branch Office,Manager
IT-02161,Hard drive making unusual noises.,Hardware Failures,Low,2024-04-21 17:00:00,Branch Office,IT Staff
IT-02162,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-05-27 21:00:00,Remote,IT Staff
IT-02163,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,High,2024-09-02 01:00:00,HQ,Manager
IT-02164,Phishing email reported by multiple employees.,Security Incidents,Low,2024-04-13 02:00:00,HQ,Manager
IT-02165,File not found in the document repository.,Data Access Issues,Medium,2024-09-30 09:00:00,HQ,Manager
IT-02166,Two-factor authentication code not received.,Login/Authentication Issues,Low,2024-08-25 06:00:00,Remote,IT Staff
IT-02167,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-06-12 23:00:00,HQ,Manager
IT-02168,Laptop screen not turning on.,Hardware Failures,Low,2024-06-10 18:00:00,HQ,Employee
IT-02169,Printer showing paper jam error.,Hardware Failures,Medium,2024-05-20 21:00:00,Branch Office,Employee
IT-02170,The CRM system is freezing frequently.,Software Bugs,Critical,2024-09-18 08:00:00,Remote,IT Staff
IT-02171,Database queries are timing out.,Performance Degradation,Medium,2024-03-30 03:00:00,HQ,Employee
IT-02172,The CRM system is freezing frequently.,Software Bugs,Medium,2024-10-17 17:00:00,Branch Office,IT Staff
IT-02173,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Medium,2024-11-01 01:00:00,HQ,Employee
IT-02174,Laptop screen not turning on.,Hardware Failures,Medium,2024-01-22 02:00:00,Branch Office,Manager
IT-02175,Laptop screen not turning on.,Hardware Failures,High,2024-12-06 13:00:00,Branch Office,Employee
IT-02176,Permission denied error for accessing shared drive.,Data Access Issues,High,2024-10-16 12:00:00,HQ,IT Staff
IT-02177,Printer showing paper jam error.,Hardware Failures,Medium,2024-05-07 07:00:00,HQ,Employee
IT-02178,Cannot retrieve records from the database.,Data Access Issues,Critical,2024-07-26 18:00:00,Remote,Employee
IT-02179,The CRM system is freezing frequently.,Software Bugs,Low,2024-12-23 05:00:00,Branch Office,IT Staff
IT-02180,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-05-01 22:00:00,HQ,Manager
IT-02181,Phishing email reported by multiple employees.,Security Incidents,Low,2024-08-11 04:00:00,Remote,IT Staff
IT-02182,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-02-21 17:00:00,Branch Office,IT Staff
IT-02183,Cannot retrieve records from the database.,Data Access Issues,Medium,2024-08-25 00:00:00,Branch Office,IT Staff
IT-02184,Application crashes when clicking 'Submit'.,Software Bugs,Critical,2024-10-09 11:00:00,Branch Office,IT Staff
IT-02185,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-04-29 00:00:00,Branch Office,Manager
IT-02186,Hard drive making unusual noises.,Hardware Failures,High,2024-09-25 19:00:00,Remote,Employee
IT-02187,File not found in the document repository.,Data Access Issues,High,2024-05-26 18:00:00,HQ,Manager
IT-02188,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-04-02 14:00:00,HQ,Employee
IT-02189,Unable to log in to the system after password reset.,Login/Authentication Issues,High,2024-12-06 11:00:00,HQ,IT Staff
IT-02190,System is running very slow since the last update.,Performance Degradation,Low,2024-07-31 02:00:00,Branch Office,IT Staff
IT-02191,The CRM system is freezing frequently.,Software Bugs,Low,2024-04-24 00:00:00,Remote,Manager
IT-02192,Application crashes when clicking 'Submit'.,Software Bugs,High,2024-02-10 09:00:00,Remote,Manager
IT-02193,The internet is down in the main office.,Network Issues,Low,2024-10-01 22:00:00,Branch Office,Manager
IT-02194,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-10-06 22:00:00,Remote,Manager
IT-02195,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-11-01 19:00:00,Remote,Manager
IT-02196,Application crashes when clicking 'Submit'.,Software Bugs,High,2024-10-25 10:00:00,HQ,Manager
IT-02197,Database queries are timing out.,Performance Degradation,High,2024-07-02 05:00:00,Branch Office,Employee
IT-02198,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-06-20 13:00:00,Remote,IT Staff
IT-02199,Printer showing paper jam error.,Hardware Failures,Low,2024-08-26 02:00:00,Remote,Manager
IT-02200,The internet is down in the main office.,Network Issues,High,2024-02-05 11:00:00,Remote,Employee
IT-02201,Misconfigured firewall blocking traffic.,Configuration Errors,Critical,2024-05-25 11:00:00,Branch Office,Manager
IT-02202,Website takes over 30 seconds to load.,Performance Degradation,Low,2024-02-21 00:00:00,Remote,IT Staff
IT-02203,Printer showing paper jam error.,Hardware Failures,High,2024-10-31 08:00:00,HQ,Manager
IT-02204,System is running very slow since the last update.,Performance Degradation,Critical,2024-11-05 07:00:00,Branch Office,IT Staff
IT-02205,Misconfigured firewall blocking traffic.,Configuration Errors,Medium,2024-12-26 09:00:00,HQ,Employee
IT-02206,Database queries are timing out.,Performance Degradation,High,2024-08-07 18:00:00,Branch Office,IT Staff
IT-02207,File not found in the document repository.,Data Access Issues,Medium,2024-12-21 16:00:00,Remote,IT Staff
IT-02208,The CRM system is freezing frequently.,Software Bugs,Medium,2024-07-28 04:00:00,HQ,Employee
IT-02209,Printer showing paper jam error.,Hardware Failures,Medium,2024-12-16 07:00:00,Remote,Employee
IT-02210,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-01-14 14:00:00,Remote,IT Staff
IT-02211,Website takes over 30 seconds to load.,Performance Degradation,Critical,2024-04-27 22:00:00,Remote,Employee
IT-02212,Access denied error despite correct credentials.,Login/Authentication Issues,High,2024-09-22 23:00:00,HQ,IT Staff
IT-02213,Detected unauthorized login attempt.,Security Incidents,High,2024-09-17 18:00:00,Branch Office,Manager
IT-02214,System is running very slow since the last update.,Performance Degradation,High,2024-01-24 17:00:00,HQ,Manager
IT-02215,Application crashes when clicking 'Submit'.,Software Bugs,Low,2024-03-31 09:00:00,Branch Office,Employee
IT-02216,System is running very slow since the last update.,Performance Degradation,Low,2024-07-23 19:00:00,Remote,IT Staff
IT-02217,System is running very slow since the last update.,Performance Degradation,Low,2024-04-06 14:00:00,Remote,IT Staff
IT-02218,Application crashes when clicking 'Submit'.,Software Bugs,Medium,2024-04-18 18:00:00,Remote,IT Staff
IT-02219,Phishing email reported by multiple employees.,Security Incidents,Medium,2024-01-08 17:00:00,HQ,IT Staff
IT-02220,Unable to connect to Wi-Fi on the 3rd floor.,Network Issues,Low,2024-06-11 17:00:00,HQ,Employee
IT-02221,Database queries are timing out.,Performance Degradation,Low,2024-11-01 23:00:00,Branch Office,IT Staff
